Spain, Population size (abridged)	Last modified: 05 Oct 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
     1908        0            293127.94       303915.69       597043.63
     1908        1            265371.18       268001.04       533372.22
     1908        2            247724.96       254761.14       502486.10
     1908        3            248120.89       249420.63       497541.52
     1908        4            243290.22       245973.37       489263.59
     1908        5            242399.84       246377.85       488777.69
     1908        6            216872.95       220680.87       437553.82
     1908        7            236416.82       236969.63       473386.45
     1908        8            194955.93       197558.69       392514.62
     1908        9            222896.94       221148.67       444045.61
     1908       10            198533.61       198535.36       397068.97
     1908       11            202979.02       203900.88       406879.90
     1908       12            187624.58       181938.28       369562.86
     1908       13            188157.03       175181.72       363338.75
     1908       14            179472.21       174841.35       354313.56
     1908       15            206642.43       185408.24       392050.67
     1908       16            166301.02       150094.60       316395.62
     1908       17            205048.93       159047.50       364096.43
     1908       18            148034.16       142043.68       290077.84
     1908       19            182553.70       172388.84       354942.54
     1908       20            162157.68       165302.06       327459.74
     1908       21            176965.33       154683.97       331649.30
     1908       22            173355.94       152667.90       326023.84
     1908       23            165582.46       149750.44       315332.90
     1908       24            142151.11       136899.14       279050.25
     1908       25            171922.87       151952.03       323874.90
     1908       26            125497.83       119062.57       244560.40
     1908       27            225171.13       186448.59       411619.72
     1908       28            101007.93        99016.75       200024.68
     1908       29            146178.93       134714.23       280893.16
     1908       30            125805.14       122566.80       248371.94
     1908       31            138680.29       124604.70       263284.99
     1908       32            139303.65       127383.97       266687.62
     1908       33            146073.67       127382.98       273456.65
     1908       34            112612.36       105181.78       217794.14
     1908       35            141065.61       127742.74       268808.35
     1908       36            100220.90        97855.10       198076.00
     1908       37            219796.09       194087.75       413883.84
     1908       38             79079.46        78849.72       157929.18
     1908       39            119135.82       113585.43       232721.25
     1908       40             92243.21        89039.83       181283.04
     1908       41            115814.63       108023.43       223838.06
     1908       42            125006.96       124467.24       249474.20
     1908       43            113969.14       104329.23       218298.37
     1908       44             88104.97        85321.29       173426.26
     1908       45            121712.52       110996.64       232709.16
     1908       46             83464.36        84984.50       168448.86
     1908       47            203284.16       174834.74       378118.90
     1908       48             66579.06        69732.21       136311.27
     1908       49             96016.38        91718.15       187734.53
     1908       50             71034.52        70943.88       141978.40
     1908       51             94941.63        82473.88       177415.51
     1908       52             92774.73        89106.73       181881.46
     1908       53             96246.45        86192.71       182439.16
     1908       54             68784.26        64983.06       133767.32
     1908       55             93167.31        82041.84       175209.15
     1908       56             62016.46        62057.83       124074.29
     1908       57            183134.45       142061.81       325196.26
     1908       58             54668.58        56014.26       110682.84
     1908       59             74594.02        71236.90       145830.92
     1908       60             58677.77        57943.80       116621.57
     1908       61             71498.56        65616.65       137115.21
     1908       62             73687.28        67360.02       141047.30
     1908       63             64451.01        62110.68       126561.69
     1908       64             49814.24        49683.55        99497.79
     1908       65             60573.25        53749.20       114322.45
     1908       66             38223.00        37187.08        75410.08
     1908       67             96271.65        77579.73       173851.38
     1908       68             30113.04        30236.76        60349.80
     1908       69             38028.91        35329.09        73358.00
     1908       70             28110.50        27724.93        55835.43
     1908       71             30285.73        29347.61        59633.34
     1908       72             32311.96        29975.33        62287.29
     1908       73             28397.02        25770.09        54167.11
     1908       74             21775.50        21192.96        42968.46
     1908       75             23774.17        21700.53        45474.70
     1908       76             15527.78        14476.30        30004.08
     1908       77             37367.86        26273.81        63641.67
     1908       78             14334.00        12273.98        26607.98
     1908       79             15094.34        12271.75        27366.09
     1908       80             17995.74        13080.83        31076.57
     1908       81             14899.61        10697.84        25597.45
     1908       82             13464.46         9375.35        22839.81
     1908       83             11774.00         8019.61        19793.61
     1908       84              9865.35         6485.47        16350.82
     1908       85              7893.24         4976.04        12869.28
     1908       86              6464.94         3963.94        10428.88
     1908       87              5375.57         3239.60         8615.17
     1908       88              4332.76         2535.98         6868.74
     1908       89              3389.65         1798.35         5188.00
     1908       90              2472.43         1203.90         3676.33
     1908       91              1792.88          833.50         2626.38
     1908       92              1529.04          678.01         2207.05
     1908       93              1217.04          531.67         1748.71
     1908       94               911.25          385.72         1296.97
     1908       95               683.19          278.06          961.25
     1908       96               503.49          186.15          689.64
     1908       97               333.86          114.01          447.87
     1908       98               279.64           94.10          373.74
     1908       99               159.72           38.55          198.27
     1908      100                94.91           24.74          119.65
     1908      101                63.45           18.68           82.13
     1908      102                40.63           10.62           51.25
     1908      103                25.89            5.49           31.38
     1908      104                15.87            3.06           18.93
     1908      105                 9.19            1.26           10.45
     1908      106                 5.16            0.75            5.91
     1908      107                 2.70            0.00            2.70
     1908      108                 1.05            0.00            1.05
     1908      109                 0.62            0.00            0.62
     1908      110+                0.00            0.00            0.00
     1909        0            288052.30       300684.53       588736.83
     1909        1            264529.17       270419.89       534949.06
     1909        2            250439.49       252347.45       502786.94
     1909        3            239102.52       245836.08       484938.60
     1909        4            243144.62       244216.27       487360.89
     1909        5            239992.87       242628.57       482621.44
     1909        6            239996.23       244042.92       484039.15
     1909        7            215121.29       219023.56       434144.85
     1909        8            235178.43       235798.99       470977.42
     1909        9            193976.45       196633.69       390610.14
     1909       10            222077.40       220408.44       442485.84
     1909       11            197779.42       197877.91       395657.33
     1909       12            202250.06       203265.32       405515.38
     1909       13            186894.35       181299.32       368193.67
     1909       14            187370.17       174526.84       361897.01
     1909       15            178577.53       174177.62       352755.15
     1909       16            205689.25       184718.49       390407.74
     1909       17            165274.52       149248.77       314523.29
     1909       18            203913.97       157982.31       361896.28
     1909       19            146877.33       140917.74       287795.07
     1909       20            181366.72       171261.78       352628.50
     1909       21            160997.87       164207.13       325205.00
     1909       22            175761.97       153538.31       329300.28
     1909       23            172010.10       151459.07       323469.17
     1909       24            164261.89       148556.61       312818.50
     1909       25            140868.58       135733.34       276601.92
     1909       26            170680.56       150846.32       321526.88
     1909       27            124274.81       118043.62       242318.43
     1909       28            223919.58       185410.01       409329.59
     1909       29             99877.68        98047.70       197925.38
     1909       30            144813.07       133692.98       278506.05
     1909       31            124478.28       121603.41       246081.69
     1909       32            137607.40       123748.54       261355.94
     1909       33            138054.51       126357.47       264411.98
     1909       34            144915.53       126367.30       271282.83
     1909       35            111411.36       104136.28       215547.64
     1909       36            139837.17       126627.90       266465.07
     1909       37             99138.37        96875.16       196013.53
     1909       38            218763.77       193079.57       411843.34
     1909       39             78121.51        77864.92       155986.43
     1909       40            117792.12       112342.74       230134.86
     1909       41             90901.35        87781.39       178682.74
     1909       42            114825.37       106941.46       221766.83
     1909       43            123932.81       123239.00       247171.81
     1909       44            113004.96       103194.71       216199.67
     1909       45             86905.52        83953.35       170858.87
     1909       46            120479.66       109553.44       230033.10
     1909       47             82457.12        83690.48       166147.60
     1909       48            202201.48       173376.34       375577.82
     1909       49             65461.13        68343.47       133804.60
     1909       50             94387.17        90035.44       184422.61
     1909       51             69438.62        69273.29       138711.91
     1909       52             93916.65        81210.44       175127.09
     1909       53             91569.72        87634.84       179204.56
     1909       54             95027.51        84659.78       179687.29
     1909       55             67273.82        63226.74       130500.56
     1909       56             91542.64        80170.90       171713.54
     1909       57             60567.87        60275.17       120843.04
     1909       58            181586.45       140203.38       321789.83
     1909       59             53146.85        54135.79       107282.64
     1909       60             71728.89        68568.89       140297.78
     1909       61             55630.83        55235.93       110866.76
     1909       62             69760.91        63567.63       133328.54
     1909       63             71569.87        64960.59       136530.46
     1909       64             62207.75        59631.08       121838.83
     1909       65             47088.70        46781.32        93870.02
     1909       66             57774.95        50860.78       108635.73
     1909       67             35873.88        34676.30        70550.18
     1909       68             93936.83        75027.58       168964.41
     1909       69             28036.57        27949.33        55985.90
     1909       70             34473.54        32275.50        66749.04
     1909       71             24270.58        24626.13        48896.71
     1909       72             28272.61        27324.38        55596.99
     1909       73             29963.59        27590.57        57554.16
     1909       74             26156.64        23431.41        49588.05
     1909       75             18990.40        18549.07        37539.47
     1909       76             21060.77        19157.57        40218.34
     1909       77             13400.69        12289.52        25690.21
     1909       78             35062.88        23920.29        58983.17
     1909       79             12228.78        10185.10        22413.88
     1909       80             18534.88        13356.62        31891.50
     1909       81             14939.15        10796.94        25736.09
     1909       82             13410.38         9405.09        22815.47
     1909       83             11820.73         7935.30        19756.03
     1909       84             10191.23         6647.55        16838.78
     1909       85              8143.70         5125.95        13269.65
     1909       86              6506.25         3937.95        10444.20
     1909       87              5397.68         3152.81         8550.49
     1909       88              4489.97         2529.31         7019.28
     1909       89              3608.88         1955.63         5564.51
     1909       90              2620.91         1347.84         3968.75
     1909       91              1851.24          883.86         2735.10
     1909       92              1540.34          686.73         2227.07
     1909       93              1259.51          534.40         1793.91
     1909       94               980.74          420.01         1400.75
     1909       95               692.33          298.40          990.73
     1909       96               494.00          198.35          692.35
     1909       97               363.56          127.61          491.17
     1909       98               231.09           75.41          306.50
     1909       99               201.06           66.59          267.65
     1909      100               113.72           27.95          141.67
     1909      101                62.77           17.06           79.83
     1909      102                39.92           10.25           50.17
     1909      103                24.67            5.24           29.91
     1909      104                15.27            2.11           17.38
     1909      105                 8.93            0.98            9.91
     1909      106                 4.74            0.00            4.74
     1909      107                 2.37            0.00            2.37
     1909      108                 0.97            0.00            0.97
     1909      109                 0.00            0.00            0.00
     1909      110+                0.00            0.00            0.00
     1910        0            250885.22       260754.10       511639.32
     1910        1            260912.52       268735.98       529648.50
     1910        2            250455.52       255436.21       505891.73
     1910        3            242374.84       243874.87       486249.71
     1910        4            234148.81       240809.95       474958.76
     1910        5            239909.65       240929.48       480839.13
     1910        6            237646.30       240271.43       477917.73
     1910        7            238230.47       242295.75       480526.22
     1910        8            213941.99       217818.36       431760.35
     1910        9            234309.39       234895.36       469204.75
     1910       10            193249.55       195876.12       389125.67
     1910       11            221374.19       219729.41       441103.60
     1910       12            197108.15       197222.19       394330.34
     1910       13            201554.73       202614.67       404169.40
     1910       14            186118.78       180630.00       366748.78
     1910       15            186522.60       173827.59       360350.19
     1910       16            177641.99       173432.87       351074.86
     1910       17            204646.78       183838.85       388485.63
     1910       18            164149.26       148175.57       312324.83
     1910       19            202821.78       156833.10       359654.88
     1910       20            145797.18       139721.94       285519.12
     1910       21            180247.42       170109.90       350357.32
     1910       22            159747.21       162972.57       322719.78
     1910       23            174415.92       152211.34       326627.26
     1910       24            170728.41       150211.62       320940.03
     1910       25            162959.11       147358.52       310317.63
     1910       26            139575.19       134623.96       274199.15
     1910       27            169467.63       149808.12       319275.75
     1910       28            123011.73       116965.07       239976.80
     1910       29            222729.45       184412.79       407142.24
     1910       30             98488.92        96973.13       195462.05
     1910       31            143467.58       132657.98       276125.56
     1910       32            123402.34       120635.01       244037.35
     1910       33            136345.34       122629.51       258974.85
     1910       34            136834.35       125295.53       262129.88
     1910       35            143661.13       125257.13       268918.26
     1910       36            110100.20       102976.35       213076.55
     1910       37            138670.64       125574.01       264244.65
     1910       38             98011.11        95775.96       193787.07
     1910       39            217677.70       192005.11       409682.81
     1910       40             76643.66        76494.99       153138.65
     1910       41            116344.17       111018.47       227362.64
     1910       42             89922.05        86702.36       176624.41
     1910       43            113752.96       105695.46       219448.42
     1910       44            122921.69       122045.34       244967.03
     1910       45            111730.27       101706.05       213436.32
     1910       46             85613.14        82380.73       167993.87
     1910       47            119431.49       108190.37       227621.86
     1910       48             81353.45        82194.98       163548.43
     1910       49            201080.02       171853.07       372933.09
     1910       50             63791.41        66473.21       130264.62
     1910       51             92697.15        88226.33       180923.48
     1910       52             68304.35        67850.09       136154.44
     1910       53             92672.31        79656.92       172329.23
     1910       54             90249.86        86051.03       176300.89
     1910       55             93358.53        82726.41       176084.94
     1910       56             65523.28        61173.88       126697.16
     1910       57             90016.25        78338.51       168354.76
     1910       58             58956.52        58416.07       117372.59
     1910       59            179925.87       138209.36       318135.23
     1910       60             50135.95        51200.88       101336.83
     1910       61             68582.99        65634.13       134217.12
     1910       62             53790.66        53069.82       106860.48
     1910       63             67507.93        61021.01       128528.94
     1910       64             69106.30        62272.96       131379.26
     1910       65             59201.66        56540.85       115742.51
     1910       66             44090.57        43693.10        87783.67
     1910       67             55235.94        48167.37       103403.31
     1910       68             33299.70        31992.03        65291.73
     1910       69             91579.89        72559.61       164139.50
     1910       70             24170.04        24576.37        48746.41
     1910       71             30462.93        28885.12        59348.05
     1910       72             22064.99        22387.82        44452.81
     1910       73             25609.38        24782.12        50391.50
     1910       74             27509.55        25128.48        52638.03
     1910       75             23259.53        20548.30        43807.83
     1910       76             16066.41        15749.39        31815.80
     1910       77             18741.04        16857.88        35598.92
     1910       78             11039.40         9892.93        20932.33
     1910       79             32869.47        21730.17        54599.64
     1910       80             18959.62        13581.49        32541.11
     1910       81             15272.56        10940.12        26212.68
     1910       82             13370.03         9394.77        22764.80
     1910       83             11671.08         7937.74        19608.82
     1910       84             10062.86         6549.21        16612.07
     1910       85              8273.85         5202.90        13476.75
     1910       86              6632.14         3990.10        10622.24
     1910       87              5387.52         3065.51         8453.03
     1910       88              4430.52         2415.84         6846.36
     1910       89              3657.64         1923.06         5580.70
     1910       90              2751.35         1408.00         4159.35
     1910       91              1941.84          961.36         2903.20
     1910       92              1559.26          728.45         2287.71
     1910       93              1259.69          548.99         1808.68
     1910       94              1022.12          423.47         1445.59
     1910       95               745.33          311.41         1056.74
     1910       96               495.92          207.28          703.20
     1910       97               341.97          137.26          479.23
     1910       98               239.57           85.54          325.11
     1910       99               145.02           44.85          189.87
     1910      100               122.80           37.17          159.97
     1910      101                61.99           11.98           73.97
     1910      102                49.79           12.54           62.33
     1910      103                31.63            7.50           39.13
     1910      104                19.51            3.60           23.11
     1910      105                12.13            1.16           13.29
     1910      106                 7.06            0.67            7.73
     1910      107                 3.65            0.00            3.65
     1910      108                 2.02            0.00            2.02
     1910      109                 0.97            0.00            0.97
     1910      110+                0.00            0.00            0.00
     1911        0            218053.00       225450.00       443503.00
     1911        1            224981.00       230381.00       455362.00
     1911        2            247257.00       254211.00       501468.00
     1911        3            242499.00       247178.00       489677.00
     1911        4            237691.00       239197.00       476888.00
     1911        5            231152.00       237756.00       468908.00
     1911        6            237758.00       238681.00       476439.00
     1911        7            235976.00       238600.00       474576.00
     1911        8            237023.00       241088.00       478111.00
     1911        9            213030.00       216906.00       429936.00
     1911       10            233527.00       234102.00       467629.00
     1911       11            192548.00       195163.00       387711.00
     1911       12            220724.00       219090.00       439814.00
     1911       13            196434.00       196616.00       393050.00
     1911       14            200824.00       202007.00       402831.00
     1911       15            185273.00       179953.00       365226.00
     1911       16            185599.00       173089.00       358688.00
     1911       17            176622.00       172549.00       349171.00
     1911       18            203549.00       182758.00       386307.00
     1911       19            163061.00       147052.00       310113.00
     1911       20            201656.00       155726.00       357382.00
     1911       21            144628.00       138637.00       283265.00
     1911       22            179033.00       168953.00       347986.00
     1911       23            158446.00       161722.00       320168.00
     1911       24            173168.00       151027.00       324195.00
     1911       25            169468.00       149101.00       318569.00
     1911       26            161719.00       146265.00       307984.00
     1911       27            138388.00       133594.00       271982.00
     1911       28            168231.00       148763.00       316994.00
     1911       29            121849.00       116013.00       237862.00
     1911       30            221438.00       183402.00       404840.00
     1911       31             97280.00        95998.00       193278.00
     1911       32            142448.00       131779.00       274227.00
     1911       33            122184.00       119590.00       241774.00
     1911       34            135135.00       121572.00       256707.00
     1911       35            135542.00       124217.00       259759.00
     1911       36            142326.00       124136.00       266462.00
     1911       37            108941.00       101918.00       210859.00
     1911       38            137542.00       124456.00       261998.00
     1911       39             96911.00        94718.00       191629.00
     1911       40            216251.00       190700.00       406951.00
     1911       41             75268.00        75170.00       150438.00
     1911       42            115405.00       109908.00       225313.00
     1911       43             88925.00        85509.00       174434.00
     1911       44            112743.00       104564.00       217307.00
     1911       45            121659.00       120581.00       242240.00
     1911       46            110477.00       100190.00       210667.00
     1911       47             84557.00        81120.00       165677.00
     1911       48            118337.00       106807.00       225144.00
     1911       49             80262.00        80744.00       161006.00
     1911       50            199449.00       169997.00       369446.00
     1911       51             62152.00        64689.00       126841.00
     1911       52             91592.00        86859.00       178451.00
     1911       53             67074.00        66339.00       133413.00
     1911       54             91423.00        78119.00       169542.00
     1911       55             88654.00        84168.00       172822.00
     1911       56             91571.00        80732.00       172303.00
     1911       57             63935.00        59372.00       123307.00
     1911       58             88462.00        76499.00       164961.00
     1911       59             57425.00        56569.00       113994.00
     1911       60            176985.00       135293.00       312278.00
     1911       61             46965.00        48142.00        95107.00
     1911       62             66745.00        63474.00       130219.00
     1911       63             51600.00        50596.00       102196.00
     1911       64             65158.00        58434.00       123592.00
     1911       65             66201.00        59168.00       125369.00
     1911       66             56223.00        53371.00       109594.00
     1911       67             41632.00        40935.00        82567.00
     1911       68             52790.00        45468.00        98258.00
     1911       69             31026.00        29547.00        60573.00
     1911       70             87689.00        69062.00       156751.00
     1911       71             20014.00        21055.00        41069.00
     1911       72             28222.00        26574.00        54796.00
     1911       73             19454.00        19708.00        39162.00
     1911       74             23144.00        22224.00        45368.00
     1911       75             24569.00        22257.00        46826.00
     1911       76             20278.00        17696.00        37974.00
     1911       77             13656.00        13332.00        26988.00
     1911       78             16341.00        14499.00        30840.00
     1911       79              8924.00         7895.00        16819.00
     1911       80             19155.73        13140.75        32296.48
     1911       81             15733.57        11187.43        26921.00
     1911       82             13665.20         9509.22        23174.42
     1911       83             11644.32         7902.14        19546.46
     1911       84             10022.94         6527.38        16550.32
     1911       85              8212.37         5104.94        13317.31
     1911       86              6704.59         4025.79        10730.38
     1911       87              5429.09         3112.32         8541.41
     1911       88              4399.68         2366.88         6766.56
     1911       89              3622.70         1846.11         5468.81
     1911       90              2811.39         1420.16         4231.55
     1911       91              2023.96         1021.36         3045.32
     1911       92              1611.72          785.03         2396.75
     1911       93              1257.87          570.52         1828.39
     1911       94              1037.23          431.97         1469.20
     1911       95               796.98          317.90         1114.88
     1911       96               532.21          216.71          748.92
     1911       97               340.30          133.67          473.97
     1911       98               227.85           78.62          306.47
     1911       99               146.89           47.07          193.96
     1911      100                99.07           30.14          129.21
     1911      101                88.28           25.80          114.08
     1911      102                39.76            6.98           46.74
     1911      103                31.29            7.16           38.45
     1911      104                19.39            4.21           23.60
     1911      105                11.57            1.63           13.20
     1911      106                 7.07            0.00            7.07
     1911      107                 3.90            0.00            3.90
     1911      108                 1.73            0.00            1.73
     1911      109                 0.87            0.00            0.87
     1911      110+                0.29            0.00            0.29
     1912        0            270393.10       291787.54       562180.64
     1912        1            198946.75       201452.10       400398.85
     1912        2            212926.33       217352.80       430279.13
     1912        3            240859.03       246950.64       487809.67
     1912        4            236916.91       241221.41       478138.32
     1912        5            235036.91       236291.23       471328.14
     1912        6            229036.60       234268.76       463305.36
     1912        7            235215.54       234900.88       470116.42
     1912        8            233465.69       235041.57       468507.26
     1912        9            236413.92       238072.18       474486.10
     1912       10            210638.91       212340.42       422979.33
     1912       11            234200.89       230576.89       464777.78
     1912       12            190185.18       192076.91       382262.09
     1912       13            218222.34       216211.53       434433.87
     1912       14            194974.48       194405.93       389380.41
     1912       15            200445.49       199204.89       399650.38
     1912       16            186184.42       179512.46       365696.88
     1912       17            185067.52       171695.18       356762.70
     1912       18            175362.75       170457.37       345820.12
     1912       19            201372.14       180603.52       381975.66
     1912       20            160343.40       144832.70       305176.10
     1912       21            204356.62       159693.63       364050.25
     1912       22            142653.55       136611.86       279265.41
     1912       23            176632.60       166645.55       343278.15
     1912       24            156453.53       158576.48       315030.01
     1912       25            170048.74       148505.35       318554.09
     1912       26            167546.01       148195.02       315741.03
     1912       27            159615.61       144198.37       303813.98
     1912       28            136266.21       131171.61       267437.82
     1912       29            165331.42       146660.72       311992.14
     1912       30            120553.84       114814.31       235368.15
     1912       31            221645.10       185150.76       406795.86
     1912       32             97516.79        96036.08       193552.87
     1912       33            141295.20       130864.54       272159.74
     1912       34            120785.82       117806.04       238591.86
     1912       35            134290.83       120545.95       254836.78
     1912       36            135505.77       124635.79       260141.56
     1912       37            139837.75       122342.09       262179.84
     1912       38            107931.82       101067.70       208999.52
     1912       39            135860.96       123009.66       258870.62
     1912       40             95549.18        93456.89       189006.07
     1912       41            213633.94       188751.04       402384.98
     1912       42             75345.47        75198.68       150544.15
     1912       43            113708.66       108365.24       222073.90
     1912       44             88127.96        84955.42       173083.38
     1912       45            110928.72       102876.01       213804.73
     1912       46            119924.57       118689.78       238614.35
     1912       47            109019.99        99056.06       208076.05
     1912       48             83683.96        80326.14       164010.10
     1912       49            115709.88       104783.31       220493.19
     1912       50             78801.47        79400.39       158201.86
     1912       51            197108.68       167308.65       364417.33
     1912       52             62307.00        64536.95       126843.95
     1912       53             90245.68        85453.79       175699.47
     1912       54             66890.84        65878.78       132769.62
     1912       55             89518.56        76700.66       166219.22
     1912       56             87577.50        82705.56       170283.06
     1912       57             89539.16        78877.81       168416.97
     1912       58             63171.16        58350.02       121521.18
     1912       59             85827.07        74089.46       159916.53
     1912       60             55087.89        54158.84       109246.73
     1912       61            168503.02       129082.20       297585.22
     1912       62             46068.04        46747.22        92815.26
     1912       63             64220.61        60554.58       124775.19
     1912       64             49534.11        48246.73        97780.84
     1912       65             61539.03        55035.55       116574.58
     1912       66             62794.52        55787.78       118582.30
     1912       67             53389.16        50317.75       103706.91
     1912       68             39816.55        38783.07        78599.62
     1912       69             50290.70        43132.27        93422.97
     1912       70             28319.42        27184.20        55503.62
     1912       71             81330.65        63852.59       145183.24
     1912       72             19326.31        19894.34        39220.65
     1912       73             26295.57        24370.45        50666.02
     1912       74             18167.03        17918.25        36085.28
     1912       75             21064.13        19764.96        40829.09
     1912       76             22052.61        19614.35        41666.96
     1912       77             18430.43        15658.39        34088.82
     1912       78             12219.13        11404.20        23623.33
     1912       79             14761.25        12616.67        27377.92
     1912       80             18275.10        12683.51        30958.61
     1912       81             15890.67        10842.16        26732.83
     1912       82             14054.01         9707.82        23761.83
     1912       83             11903.51         7991.97        19895.48
     1912       84              9986.74         6468.86        16455.60
     1912       85              8197.00         5122.08        13319.08
     1912       86              6678.04         3986.06        10664.10
     1912       87              5499.08         3148.83         8647.91
     1912       88              4449.69         2403.83         6853.52
     1912       89              3609.64         1798.89         5408.53
     1912       90              2741.91         1310.45         4052.36
     1912       91              2040.21         1000.26         3040.47
     1912       92              1683.40          812.30         2495.70
     1912       93              1292.09          588.66         1880.75
     1912       94              1006.92          431.91         1438.83
     1912       95               800.01          310.63         1110.64
     1912       96               579.58          217.20          796.78
     1912       97               358.08          142.09          500.17
     1912       98               216.96           83.60          300.56
     1912       99               139.15           50.10          189.25
     1912      100                99.38           31.71          131.09
     1912      101                63.86           19.93           83.79
     1912      102                52.05           16.65           68.70
     1912      103                22.68            4.46           27.14
     1912      104                17.15            4.61           21.76
     1912      105                10.06            2.74           12.80
     1912      106                 5.54            0.81            6.35
     1912      107                 3.25            0.00            3.25
     1912      108                 1.52            0.00            1.52
     1912      109                 0.27            0.00            0.27
     1912      110+                0.00            0.00            0.00
     1913        0            278562.99       302049.78       580612.77
     1913        1            249547.00       265204.01       514751.01
     1913        2            196919.74       198443.73       395363.47
     1913        3            208875.56       212748.69       421624.25
     1913        4            238710.85       243934.83       482645.68
     1913        5            233261.91       237171.18       470433.09
     1913        6            233157.57       234343.36       467500.93
     1913        7            227483.39       231340.04       458823.43
     1913        8            233165.33       231521.79       464687.12
     1913        9            231165.83       231709.78       462875.61
     1913       10            235905.80       235198.42       471104.22
     1913       11            208285.94       207869.70       416155.64
     1913       12            234883.95       227111.24       461995.19
     1913       13            187808.63       189010.85       376819.48
     1913       14            215681.33       213311.75       428993.08
     1913       15            193452.53       192176.49       385629.02
     1913       16            200051.21       196418.62       396469.83
     1913       17            187069.22       178999.15       366068.37
     1913       18            184524.96       170169.87       354694.83
     1913       19            174250.00       168376.82       342626.82
     1913       20            199302.34       178496.32       377798.66
     1913       21            157737.08       142694.92       300432.00
     1913       22            207004.34       163627.13       370631.47
     1913       23            140551.50       134547.11       275098.61
     1913       24            174298.81       164457.15       338755.96
     1913       25            154451.67       155551.24       310002.91
     1913       26            166959.66       146066.79       313026.45
     1913       27            165714.82       147366.46       313081.28
     1913       28            157480.19       142186.60       299666.79
     1913       29            134294.71       128903.44       263198.15
     1913       30            162373.59       144512.50       306886.09
     1913       31            119359.21       113686.70       233045.91
     1913       32            222077.35       187008.40       409085.75
     1913       33             97588.44        95932.76       193521.20
     1913       34            140209.94       129972.75       270182.69
     1913       35            119389.22       116026.34       235415.56
     1913       36            133466.46       119547.22       253013.68
     1913       37            135657.04       125221.47       260878.51
     1913       38            137397.73       120553.72       257951.45
     1913       39            106955.19       100235.43       207190.62
     1913       40            133865.38       121440.12       255305.50
     1913       41             94275.89        92367.94       186643.83
     1913       42            211409.52       186998.88       398408.40
     1913       43             75352.70        75109.27       150461.97
     1913       44            112092.98       106892.63       218985.61
     1913       45             87127.38        84154.45       171281.83
     1913       46            109207.66       101176.40       210384.06
     1913       47            118485.48       116985.17       235470.65
     1913       48            107496.52        97740.26       205236.78
     1913       49             82861.76        79451.70       162313.46
     1913       50            112647.65       102306.76       214954.41
     1913       51             77399.77        77972.69       155372.46
     1913       52            195326.20       164922.59       360248.79
     1913       53             62348.34        64219.32       126567.66
     1913       54             88955.54        84071.81       173027.35
     1913       55             66495.03        65192.65       131687.68
     1913       56             87535.04        75177.16       162712.20
     1913       57             86674.79        81373.14       168047.93
     1913       58             87416.96        76976.92       164393.88
     1913       59             62370.68        57366.24       119736.92
     1913       60             81986.63        71025.33       153011.96
     1913       61             52775.26        51808.15       104583.41
     1913       62            161350.15       123502.06       284852.21
     1913       63             44807.30        44987.75        89795.05
     1913       64             61611.65        57615.80       119227.45
     1913       65             47034.03        45545.97        92580.00
     1913       66             57945.91        51628.86       109574.77
     1913       67             59905.84        52831.39       112737.23
     1913       68             50611.53        47412.15        98023.68
     1913       69             38200.73        36957.67        75158.40
